# /home/tardis/.local/share/applications
jetbrains-toolbox,t
wine-extension-jfif,f
dde-file-manager-custom-open-text-x-python,f
jetbrains-clion,f
wine-extension-kipx,f
wine-extension-pdf,t
wine-extension-png,f
jetbrains-idea,t
wine-extension-eif,f
wine-extension-jpe,f
wine-extension-gif,t
wine-extension-rtf,f
jetbrains-pycharm,f
wine-extension-eip,f
